Genero,Edad,Destino,Tiempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
9,30,Medellin,4,1994012,1,3,8,vida nocturna,deporte
9,42,Medellin,3,1603790,1,3,8,vida nocturna,deporte
9,32,Medellin,3,1664315,1,3,8,vida nocturna,cultura
10,38,Medellin,5,2360949,1,3,5,musica,cultura
9,42,Medellin,9,1404536,1,2,7,vida nocturna,cultura
10,26,Medellin,3,1355996,1,3,5,musica,cultura
10,20,Medellin,4,1542875,1,3,5,musica,deporte
9,20,Medellin,4,727122,0,3,7,musica,deporte
10,41,Medellin,6,2090389,1,3,5,vida nocturna,deporte
10,35,Medellin,10,2499493,0,3,5,musica,cultura
9,42,Medellin,4,1170178,1,2,8,musica,cultura
9,25,Medellin,6,1800865,0,3,7,musica,deporte
9,39,Medellin,8,2369012,1,3,8,vida nocturna,deporte
9,37,Medellin,10,2672040,1,2,8,musica,cultura
9,43,Medellin,6,1425776,1,2,8,musica,deporte
10,39,Medellin,8,2375359,1,3,5,musica,cultura
10,38,Medellin,10,1810478,1,2,5,vida nocturna,cultura
9,36,Medellin,5,2334525,1,3,8,vida nocturna,deporte
10,31,Medellin,8,2896274,1,2,5,vida nocturna,deporte
9,43,Medellin,8,2478938,1,2,7,musica,cultura
10,45,Medellin,5,1846720,1,2,5,vida nocturna,cultura
10,43,Medellin,3,930217,0,3,5,musica,cultura
9,18,Medellin,7,2489592,0,3,8,vida nocturna,deporte
9,27,Medellin,6,1328722,0,3,8,musica,deporte
10,38,Medellin,4,1016685,1,3,5,vida nocturna,cultura
10,35,Medellin,10,2614373,1,3,5,musica,cultura
9,19,Medellin,5,1586221,1,2,7,musica,cultura
9,30,Medellin,6,1248018,0,3,8,musica,deporte
9,23,Medellin,10,1769934,0,3,7,musica,deporte
9,27,Medellin,10,2752988,1,3,7,vida nocturna,deporte
9,27,Medellin,5,2559049,1,2,8,musica,deporte
9,24,Medellin,9,2220156,0,3,8,musica,deporte
9,40,Medellin,6,2087696,1,2,8,musica,deporte
9,38,Medellin,10,2718468,1,2,8,musica,deporte
10,42,Medellin,9,1746922,1,2,5,musica,deporte
9,25,Medellin,5,1876725,1,3,8,vida nocturna,cultura
10,39,Medellin,10,2134335,1,3,5,musica,cultura
10,35,Medellin,3,1490474,1,2,5,vida nocturna,cultura
10,38,Medellin,5,1057960,1,3,5,vida nocturna,deporte
10,30,Medellin,3,1488261,1,3,5,vida nocturna,deporte
9,34,Medellin,7,2158317,0,3,7,vida nocturna,deporte
9,26,Medellin,7,1707109,0,3,7,musica,cultura
9,26,Medellin,9,1708276,0,3,7,vida nocturna,deporte
9,21,Medellin,4,504588,0,4,7,vida nocturna,deporte
9,26,Medellin,10,2000813,0,3,7,vida nocturna,cultura
10,40,Medellin,3,1011406,1,2,5,musica,deporte
10,19,Medellin,3,1076392,1,3,5,vida nocturna,cultura
9,21,Medellin,9,2262506,0,3,8,musica,cultura
10,23,Medellin,10,2680821,1,2,5,musica,cultura
9,19,Medellin,9,1284168,0,3,8,musica,cultura
9,28,Medellin,7,2182484,0,3,7,vida nocturna,cultura
9,24,Medellin,10,1372499,0,3,8,musica,cultura
10,29,Medellin,10,1877368,0,3,5,musica,deporte
9,21,Medellin,8,2628428,1,3,7,musica,deporte
10,31,Medellin,6,2509384,1,2,5,vida nocturna,cultura
10,34,Medellin,8,2690700,1,2,5,musica,cultura
10,41,Medellin,3,1817897,1,2,5,musica,cultura
9,42,Medellin,5,1777658,1,3,7,musica,cultura
10,44,Medellin,10,1031810,1,3,5,vida nocturna,cultura
9,40,Medellin,3,558603,0,4,7,vida nocturna,deporte
10,33,Medellin,8,1233107,0,3,5,vida nocturna,deporte
9,45,Medellin,4,1659429,1,3,8,musica,deporte
10,21,Medellin,9,2394323,0,3,5,vida nocturna,deporte
9,25,Medellin,10,1101314,0,3,8,vida nocturna,deporte
10,23,Medellin,10,2430194,0,3,5,vida nocturna,cultura
10,44,Medellin,8,2744741,1,2,5,musica,cultura
9,27,Medellin,7,2816627,1,2,7,vida nocturna,deporte
10,29,Medellin,7,1148189,0,3,5,musica,deporte
10,38,Medellin,5,1176870,1,3,5,vida nocturna,cultura
9,36,Medellin,4,822862,0,3,7,vida nocturna,cultura
9,18,Medellin,8,2592337,1,3,7,vida nocturna,deporte
10,35,Medellin,6,2247665,0,3,5,musica,cultura
10,26,Medellin,6,1260187,0,3,5,musica,deporte
9,33,Medellin,8,2567080,1,3,8,vida nocturna,deporte
9,29,Medellin,8,1305301,0,3,7,vida nocturna,deporte
10,34,Medellin,8,2666081,1,3,5,musica,deporte
9,33,Medellin,4,1325226,1,2,7,vida nocturna,deporte
10,25,Medellin,4,586682,0,4,5,vida nocturna,deporte
9,24,Medellin,8,2567349,1,3,7,musica,cultura
10,32,Medellin,3,732623,0,3,5,musica,cultura
10,27,Medellin,10,1384637,0,3,5,musica,deporte
10,31,Medellin,4,1156421,1,3,5,vida nocturna,deporte
9,45,Medellin,3,852912,0,3,7,vida nocturna,cultura
9,24,Medellin,8,1184791,0,3,8,musica,cultura
9,32,Medellin,5,1414661,1,3,7,musica,deporte
9,32,Medellin,6,1899563,0,3,8,vida nocturna,deporte
9,18,Medellin,10,2797027,1,3,8,musica,deporte
10,32,Medellin,6,2005498,0,3,5,musica,deporte
9,19,Medellin,6,2599172,1,2,8,vida nocturna,deporte
9,45,Medellin,4,1458374,1,2,7,vida nocturna,cultura
9,33,Medellin,7,2355339,0,3,8,vida nocturna,cultura
10,42,Medellin,6,2136713,1,2,5,musica,deporte
10,25,Medellin,3,1014786,1,2,5,musica,deporte
10,33,Medellin,5,1226171,1,3,5,musica,cultura
9,41,Medellin,7,1865062,1,3,7,vida nocturna,cultura
10,36,Medellin,5,2221866,1,3,5,musica,cultura
10,44,Medellin,10,2164362,1,2,5,vida nocturna,cultura
9,20,Medellin,9,2610415,1,2,8,vida nocturna,cultura
9,21,Medellin,4,1244743,1,2,8,vida nocturna,cultura
9,28,Medellin,8,2149782,0,3,8,vida nocturna,deporte
10,36,Medellin,7,1076243,1,2,5,musica,deporte
9,41,Medellin,7,2263863,1,3,8,vida nocturna,cultura
10,29,Medellin,7,1735471,0,3,5,musica,deporte
10,30,Medellin,9,2162033,0,3,5,musica,cultura
10,44,Medellin,3,1544268,1,2,5,vida nocturna,cultura
10,22,Medellin,6,2781864,1,3,5,musica,cultura
9,24,Medellin,9,1605089,0,3,7,musica,deporte
10,26,Medellin,4,1851743,1,3,5,musica,deporte
10,31,Medellin,3,1662471,1,3,5,vida nocturna,cultura
10,28,Medellin,8,1209020,0,3,5,vida nocturna,cultura
10,45,Medellin,5,2975636,1,3,5,musica,deporte
9,36,Medellin,8,1961717,1,2,8,musica,deporte
10,24,Medellin,6,2031779,0,3,5,vida nocturna,cultura
9,37,Medellin,3,1009784,1,2,8,musica,deporte
9,37,Medellin,7,1964244,1,3,7,musica,deporte
10,30,Medellin,5,1881625,1,3,5,vida nocturna,deporte
10,33,Medellin,5,2190941,1,3,5,musica,deporte
10,32,Medellin,7,1789239,0,3,5,musica,deporte
9,26,Medellin,5,1446362,1,3,8,musica,deporte
9,42,Medellin,3,1017995,1,3,8,musica,deporte
10,25,Medellin,3,802431,0,3,5,musica,cultura
10,43,Medellin,5,2789155,1,3,5,musica,cultura
9,19,Medellin,5,1811995,1,2,7,musica,cultura
9,43,Medellin,9,2299000,1,3,8,musica,deporte
9,25,Medellin,10,2564868,1,2,7,vida nocturna,deporte
9,20,Medellin,4,1360533,1,2,7,musica,cultura
9,39,Medellin,8,1716723,1,3,7,vida nocturna,cultura
10,33,Medellin,8,1674762,0,3,5,vida nocturna,cultura
10,36,Medellin,6,1247360,1,3,5,vida nocturna,cultura
9,34,Medellin,4,762049,0,3,7,musica,deporte
9,31,Medellin,8,1403486,0,3,8,vida nocturna,deporte
9,28,Medellin,5,2765698,1,3,8,vida nocturna,deporte
10,37,Medellin,10,1169360,1,2,5,musica,deporte
9,20,Medellin,3,1803080,1,3,8,vida nocturna,cultura
9,45,Medellin,4,791895,0,3,7,vida nocturna,cultura
10,36,Medellin,4,904448,0,3,5,vida nocturna,cultura
9,43,Medellin,3,915812,0,3,7,musica,deporte
9,23,Medellin,8,2584989,1,3,7,musica,deporte
10,22,Medellin,4,578775,0,4,5,vida nocturna,cultura
9,31,Medellin,6,1216454,0,3,7,musica,deporte
10,27,Medellin,6,2815994,1,3,5,musica,cultura
9,40,Medellin,3,828472,0,3,8,vida nocturna,cultura
10,19,Medellin,9,2258171,0,3,5,musica,deporte
9,42,Medellin,8,2566493,1,2,8,vida nocturna,deporte
9,25,Medellin,7,1315679,0,3,7,musica,cultura
9,36,Medellin,8,1445758,1,3,8,vida nocturna,deporte
9,40,Medellin,9,2304101,1,3,7,musica,deporte
10,28,Medellin,10,1259333,0,3,5,vida nocturna,deporte
9,32,Medellin,6,2830071,1,3,8,vida nocturna,deporte
10,40,Medellin,8,1027076,1,2,5,musica,cultura
10,34,Medellin,8,1284809,0,3,5,vida nocturna,cultura
10,31,Medellin,3,1567097,1,3,5,musica,deporte
9,44,Medellin,10,1421772,1,3,7,vida nocturna,deporte
10,40,Medellin,10,2376381,1,3,5,musica,deporte
10,34,Medellin,9,2892985,1,2,5,vida nocturna,cultura
9,28,Medellin,4,1033553,1,2,8,vida nocturna,cultura
10,36,Medellin,10,2675100,1,3,5,vida nocturna,deporte
10,36,Medellin,6,1537586,1,2,5,vida nocturna,deporte
9,32,Medellin,10,1772875,0,3,8,vida nocturna,deporte
9,32,Medellin,5,2254366,1,3,8,musica,cultura
10,43,Medellin,8,1718813,1,2,5,musica,deporte
10,36,Medellin,4,1690684,1,3,5,vida nocturna,cultura
10,45,Medellin,6,2690874,1,3,5,vida nocturna,deporte
9,31,Medellin,8,2777245,1,2,7,musica,cultura
9,41,Medellin,6,1052490,1,2,8,musica,cultura
10,30,Medellin,5,2992952,1,3,5,musica,cultura
10,42,Medellin,3,595630,0,4,5,musica,cultura
9,20,Medellin,7,1988264,0,3,7,vida nocturna,cultura
10,21,Medellin,8,1976908,0,3,5,vida nocturna,cultura
10,19,Medellin,5,1012809,1,3,5,vida nocturna,deporte
10,29,Medellin,8,1999889,0,3,5,musica,cultura
10,29,Medellin,3,1857984,1,3,5,musica,cultura
10,24,Medellin,5,1541131,1,3,5,vida nocturna,cultura
10,30,Medellin,4,1552426,1,3,5,vida nocturna,cultura
10,30,Medellin,3,1032405,1,3,5,musica,cultura
9,45,Medellin,4,906919,0,3,7,musica,cultura
10,31,Medellin,5,2108480,1,3,5,vida nocturna,deporte
10,34,Medellin,6,2147959,0,3,5,musica,deporte
10,39,Medellin,4,1388079,1,2,5,musica,deporte
9,32,Medellin,8,1791292,0,3,7,musica,cultura
9,34,Medellin,3,1076233,1,3,7,musica,deporte
9,42,Medellin,3,1306514,1,3,7,vida nocturna,deporte
10,35,Medellin,3,635815,0,4,5,musica,deporte
9,36,Medellin,8,2795814,1,3,7,musica,deporte
10,24,Medellin,7,1650291,0,3,5,musica,deporte
10,36,Medellin,9,1016276,1,3,5,musica,cultura
10,38,Medellin,5,2660603,1,3,5,musica,cultura
10,34,Medellin,5,1553605,1,2,5,musica,cultura
10,26,Medellin,5,1708622,1,3,5,vida nocturna,deporte
10,33,Medellin,6,1735689,0,3,5,vida nocturna,deporte
9,25,Medellin,9,1816473,0,3,8,vida nocturna,cultura
9,19,Medellin,3,562271,0,4,7,musica,cultura
9,44,Medellin,8,2677923,1,3,8,vida nocturna,cultura
10,41,Medellin,10,1979895,1,2,5,musica,deporte
10,18,Medellin,3,1413539,1,3,5,musica,cultura
10,45,Medellin,4,1265836,1,3,5,vida nocturna,deporte
10,36,Medellin,7,1308915,1,3,5,musica,cultura
9,22,Medellin,7,2519290,1,3,7,musica,cultura
10,26,Medellin,10,2423264,0,3,5,musica,cultura
10,18,Medellin,9,1437702,0,3,5,musica,cultura
9,40,Medellin,3,961895,0,3,8,musica,cultura
9,24,Medellin,10,1133373,0,3,7,musica,deporte
10,30,Medellin,5,2786950,1,3,5,vida nocturna,deporte
10,38,Medellin,5,1403399,1,2,5,musica,deporte
9,27,Medellin,10,2580365,1,3,7,musica,cultura
9,32,Medellin,10,1742703,0,3,7,musica,deporte
10,20,Medellin,6,2075612,0,3,5,vida nocturna,deporte
10,19,Medellin,9,1978249,0,3,5,vida nocturna,deporte
9,38,Medellin,6,2524164,1,3,7,musica,deporte
9,27,Medellin,5,1868181,1,2,8,musica,deporte
10,36,Medellin,7,2905061,1,3,5,vida nocturna,deporte
10,25,Medellin,8,1980297,0,3,5,vida nocturna,cultura
10,22,Medellin,3,520209,0,4,5,vida nocturna,deporte
10,27,Medellin,5,2682667,1,3,5,musica,cultura
9,25,Medellin,6,1408952,0,3,8,musica,cultura
9,38,Medellin,8,2618117,1,3,8,vida nocturna,deporte
10,26,Medellin,5,2859466,1,2,5,vida nocturna,deporte
9,25,Medellin,7,1454642,0,3,7,musica,deporte
9,45,Medellin,8,2812732,1,3,8,musica,cultura
10,40,Medellin,3,1720862,1,2,5,vida nocturna,deporte
9,36,Medellin,7,2184693,1,3,7,musica,deporte
9,21,Medellin,8,2139671,0,3,7,musica,deporte
9,21,Medellin,6,1121464,0,3,7,musica,deporte
9,44,Medellin,3,1108337,1,3,7,musica,cultura
9,36,Medellin,10,2484171,1,3,8,vida nocturna,deporte
9,38,Medellin,9,2757781,1,2,7,musica,cultura
9,19,Medellin,4,1373076,1,2,7,vida nocturna,cultura
10,35,Medellin,7,1533074,0,3,5,musica,deporte
9,43,Medellin,7,1053182,1,3,8,musica,cultura
9,37,Medellin,7,2814894,1,3,8,musica,cultura
10,45,Medellin,10,2659090,1,2,5,vida nocturna,cultura
10,27,Medellin,8,1734954,0,3,5,musica,deporte
9,23,Medellin,5,1739577,1,3,7,musica,deporte
9,18,Medellin,10,1799493,0,3,8,musica,cultura
9,27,Medellin,5,1067248,1,3,7,vida nocturna,deporte
10,31,Medellin,7,2944477,1,3,5,vida nocturna,cultura
9,41,Medellin,7,2376609,1,2,7,musica,cultura
9,38,Medellin,10,1930513,1,2,8,musica,deporte
9,20,Medellin,3,936562,0,3,7,musica,deporte
9,38,Medellin,8,2862036,1,3,8,vida nocturna,cultura
9,30,Medellin,7,1839350,0,3,7,musica,cultura
10,45,Medellin,6,2718897,1,3,5,vida nocturna,deporte
9,45,Medellin,5,2952992,1,2,7,musica,cultura
10,18,Medellin,8,2916862,1,2,5,musica,cultura
10,25,Medellin,8,1811469,0,3,5,vida nocturna,cultura
9,35,Medellin,9,1253124,0,3,8,vida nocturna,cultura
10,45,Medellin,8,1851365,1,3,5,vida nocturna,cultura
9,19,Medellin,3,1365269,1,3,7,musica,deporte
9,22,Medellin,8,2333853,0,3,8,musica,deporte
10,37,Medellin,8,2848380,1,2,5,vida nocturna,deporte
9,25,Medellin,9,1475922,0,3,7,musica,deporte
10,19,Medellin,6,2149780,0,3,5,vida nocturna,deporte
10,19,Medellin,6,2896242,1,2,5,vida nocturna,deporte
10,37,Medellin,4,1469488,1,2,5,vida nocturna,deporte
9,45,Medellin,6,1759778,1,3,8,vida nocturna,cultura
10,19,Medellin,7,2571990,1,3,5,vida nocturna,cultura
10,18,Medellin,3,1892323,1,2,5,vida nocturna,deporte
9,21,Medellin,6,2388633,0,3,7,vida nocturna,deporte
9,32,Medellin,3,1897277,1,2,8,musica,cultura
10,22,Medellin,9,2147394,0,3,5,vida nocturna,cultura
10,41,Medellin,7,2123010,1,2,5,musica,cultura
10,26,Medellin,6,1125787,0,3,5,musica,cultura
10,33,Medellin,8,2149528,0,3,5,musica,deporte
9,22,Medellin,9,1638707,0,3,7,musica,deporte
9,24,Medellin,8,1678222,0,3,8,vida nocturna,deporte
10,22,Medellin,9,2794867,1,3,5,vida nocturna,deporte
10,42,Medellin,4,1404305,1,2,5,musica,cultura
10,44,Medellin,6,2168049,1,3,5,vida nocturna,cultura
9,34,Medellin,4,1620813,1,2,7,musica,deporte
10,29,Medellin,4,1337344,1,3,5,musica,cultura
10,45,Medellin,7,1588103,1,3,5,musica,cultura
9,23,Medellin,9,2010111,0,3,7,vida nocturna,cultura
10,36,Medellin,3,835931,0,3,5,musica,cultura
10,36,Medellin,9,1147778,1,3,5,vida nocturna,cultura
9,31,Medellin,9,2187210,0,3,8,musica,cultura
9,36,Medellin,8,1970339,1,2,7,musica,deporte
9,35,Medellin,8,2478158,0,3,7,vida nocturna,cultura
9,40,Medellin,4,1619083,1,2,8,musica,deporte
9,18,Medellin,7,2830769,1,3,8,vida nocturna,deporte
10,23,Medellin,7,1916238,0,3,5,musica,deporte
9,18,Medellin,6,2811212,1,3,7,musica,cultura
10,24,Medellin,7,1024723,0,3,5,musica,deporte
9,21,Medellin,3,519250,0,4,8,musica,deporte
10,18,Medellin,6,1111364,0,3,5,musica,deporte
10,22,Medellin,3,893259,0,3,5,vida nocturna,deporte
9,26,Medellin,3,969166,0,3,7,vida nocturna,cultura
10,34,Medellin,6,1337417,0,3,5,musica,cultura
10,38,Medellin,4,1763363,1,3,5,musica,deporte
10,29,Medellin,4,670074,0,4,5,vida nocturna,deporte
10,37,Medellin,4,1724842,1,3,5,vida nocturna,deporte
9,19,Medellin,5,1306405,1,3,8,vida nocturna,cultura
9,34,Medellin,10,2881064,1,3,8,musica,deporte
9,27,Medellin,10,1524175,0,3,8,vida nocturna,cultura
10,25,Medellin,3,1780127,1,3,5,vida nocturna,cultura
10,33,Medellin,6,2209091,0,3,5,musica,cultura
10,24,Medellin,6,1619683,0,3,5,musica,cultura
9,33,Medellin,6,2424489,0,3,7,vida nocturna,cultura
9,39,Medellin,4,1449787,1,2,7,vida nocturna,deporte
10,32,Medellin,6,1339449,0,3,5,vida nocturna,cultura
9,31,Medellin,3,1991190,1,3,7,vida nocturna,deporte
10,19,Medellin,5,2783817,1,3,5,musica,cultura
10,39,Medellin,5,1426080,1,2,5,musica,deporte
10,44,Medellin,3,1055657,1,3,5,vida nocturna,deporte
9,40,Medellin,5,1113394,1,3,8,vida nocturna,cultura
10,41,Medellin,3,1035891,1,3,5,musica,deporte
10,20,Medellin,6,1235010,0,3,5,musica,cultura
10,34,Medellin,3,1532827,1,3,5,vida nocturna,cultura
9,38,Medellin,6,2692816,1,3,8,musica,deporte
9,18,Medellin,3,1860878,1,2,8,musica,deporte
9,19,Medellin,7,1308591,0,3,7,musica,deporte
9,25,Medellin,3,902147,0,3,8,musica,deporte
9,39,Medellin,5,2494836,1,3,8,vida nocturna,cultura
9,41,Medellin,10,2220939,1,2,8,musica,deporte
10,30,Medellin,10,2577570,1,2,5,musica,cultura
10,45,Medellin,4,1851629,1,2,5,vida nocturna,cultura
9,32,Medellin,4,1688495,1,3,7,musica,deporte
9,31,Medellin,7,2036746,0,3,8,musica,cultura
10,25,Medellin,10,2593311,1,2,5,musica,deporte
10,31,Medellin,7,2335138,0,3,5,vida nocturna,deporte
10,34,Medellin,10,2357976,0,3,5,vida nocturna,deporte
10,40,Medellin,6,2415333,1,2,5,musica,cultura
9,31,Medellin,9,1273618,0,3,7,musica,cultura
10,23,Medellin,6,1587369,0,3,5,vida nocturna,cultura
9,22,Medellin,10,2479005,0,3,8,vida nocturna,cultura
10,21,Medellin,3,826536,0,3,5,musica,deporte
9,38,Medellin,6,2762746,1,3,7,vida nocturna,deporte
10,24,Medellin,10,2690397,1,2,5,vida nocturna,cultura
9,43,Medellin,4,906406,0,3,8,vida nocturna,cultura
10,38,Medellin,10,2265874,1,3,5,vida nocturna,deporte
9,37,Medellin,7,1609953,1,2,7,vida nocturna,cultura
9,29,Medellin,6,1684726,0,3,7,musica,deporte
10,44,Medellin,8,1206874,1,3,5,vida nocturna,cultura
9,28,Medellin,9,2760931,1,3,8,musica,cultura
10,21,Medellin,6,1612216,0,3,5,vida nocturna,deporte
9,19,Medellin,10,1766321,0,3,8,vida nocturna,deporte
10,45,Medellin,6,1196415,1,3,5,vida nocturna,deporte
10,21,Medellin,6,2460321,0,3,5,vida nocturna,deporte
10,29,Medellin,8,2725897,1,2,5,musica,deporte
9,36,Medellin,10,2272632,1,2,7,vida nocturna,cultura
10,42,Medellin,3,1586824,1,2,5,musica,deporte
10,43,Medellin,6,1150606,1,3,5,musica,cultura
9,31,Medellin,10,2409543,0,3,8,musica,cultura
10,24,Medellin,5,2616789,1,2,5,vida nocturna,cultura
10,33,Medellin,4,869648,0,3,5,vida nocturna,cultura
10,45,Medellin,8,1112857,1,3,5,musica,deporte
10,23,Medellin,10,1578062,0,3,5,vida nocturna,deporte
10,26,Medellin,7,2725623,1,3,5,vida nocturna,deporte
10,34,Medellin,6,1474336,0,3,5,vida nocturna,deporte
9,36,Medellin,8,2299933,1,3,8,musica,deporte
9,43,Medellin,10,2234328,1,2,7,musica,deporte
9,43,Medellin,3,785618,0,3,7,musica,deporte
10,35,Medellin,7,2501826,1,3,5,vida nocturna,deporte
10,29,Medellin,7,1625924,0,3,5,musica,cultura
10,21,Medellin,9,2379712,0,3,5,musica,deporte
10,18,Medellin,7,2716996,1,2,5,vida nocturna,deporte
9,42,Medellin,5,2426715,1,2,8,vida nocturna,deporte
9,40,Medellin,9,2805631,1,2,8,vida nocturna,deporte
10,30,Medellin,8,1899380,0,3,5,vida nocturna,cultura
9,18,Medellin,4,1856747,1,3,7,musica,cultura
10,28,Medellin,6,1542257,0,3,5,musica,deporte
9,18,Medellin,4,1114358,1,3,8,vida nocturna,deporte
10,40,Medellin,5,1374016,1,3,5,vida nocturna,cultura
9,29,Medellin,4,1089668,1,3,7,musica,cultura
10,36,Medellin,7,2077773,1,3,5,musica,deporte
9,25,Medellin,7,1383592,0,3,7,vida nocturna,deporte
10,43,Medellin,6,2724405,1,3,5,vida nocturna,cultura
10,39,Medellin,8,2911138,1,2,5,musica,deporte
10,19,Medellin,9,2762359,1,2,5,vida nocturna,cultura
9,43,Medellin,7,1258775,1,2,8,musica,deporte
10,22,Medellin,7,1106182,0,3,5,vida nocturna,cultura
10,40,Medellin,5,1568108,1,3,5,vida nocturna,deporte
10,40,Medellin,4,511329,0,4,5,vida nocturna,cultura
9,34,Medellin,8,2514842,1,3,8,musica,cultura
10,41,Medellin,9,2094679,1,2,5,vida nocturna,cultura
10,21,Medellin,9,2519224,1,2,5,musica,deporte
10,23,Medellin,9,2976189,1,2,5,vida nocturna,cultura
9,18,Medellin,3,582757,0,4,7,vida nocturna,deporte
9,27,Medellin,3,844427,0,3,8,musica,cultura
10,20,Medellin,5,1168033,1,3,5,vida nocturna,cultura
9,33,Medellin,8,1261314,0,3,7,musica,deporte
9,40,Medellin,10,2085540,1,3,7,musica,deporte
10,42,Medellin,5,1489177,1,2,5,musica,cultura
9,25,Medellin,4,692204,0,4,7,musica,cultura
10,24,Medellin,9,1385510,0,3,5,vida nocturna,cultura
10,29,Medellin,7,2884573,1,3,5,vida nocturna,deporte
9,22,Medellin,3,1265910,1,2,7,musica,deporte
9,42,Medellin,8,1602141,1,3,8,vida nocturna,cultura
10,30,Medellin,9,2105422,0,3,5,musica,cultura
10,22,Medellin,4,1375555,1,2,5,vida nocturna,cultura
9,22,Medellin,3,1341932,1,3,7,vida nocturna,deporte
9,27,Medellin,10,1648413,0,3,8,vida nocturna,cultura
10,45,Medellin,8,1958373,1,3,5,vida nocturna,cultura
9,45,Medellin,10,1331769,1,3,8,vida nocturna,cultura
9,39,Medellin,3,1049765,1,3,7,vida nocturna,deporte
9,34,Medellin,8,1683427,0,3,8,musica,deporte
10,37,Medellin,10,1756374,1,3,5,musica,deporte
9,28,Medellin,7,2758446,1,3,7,musica,deporte
9,44,Medellin,9,1247070,1,2,8,musica,cultura
10,41,Medellin,8,2089844,1,3,5,vida nocturna,cultura
10,26,Medellin,9,2351501,0,3,5,musica,cultura
10,31,Medellin,5,2876465,1,2,5,musica,cultura
10,25,Medellin,7,2876895,1,2,5,vida nocturna,deporte
10,35,Medellin,7,2046483,0,3,5,musica,cultura
9,31,Medellin,9,2455071,0,3,7,musica,cultura
9,30,Medellin,4,1014780,1,2,8,vida nocturna,cultura
10,44,Medellin,6,2222637,1,3,5,musica,deporte
10,36,Medellin,9,2607284,1,2,5,vida nocturna,cultura
9,35,Medellin,9,2123659,0,3,8,vida nocturna,deporte
9,20,Medellin,10,2397080,0,3,7,musica,cultura
10,34,Medellin,3,802829,0,3,5,musica,cultura
9,41,Medellin,6,2375017,1,3,7,vida nocturna,deporte
10,30,Medellin,4,526615,0,4,5,vida nocturna,cultura
10,22,Medellin,4,1619430,1,3,5,musica,cultura
10,30,Medellin,5,2475509,1,3,5,musica,cultura
10,20,Medellin,5,2398297,1,2,5,musica,deporte
9,44,Medellin,8,2673560,1,2,8,vida nocturna,cultura
9,41,Medellin,9,1645756,1,2,8,musica,deporte
9,44,Medellin,6,2611207,1,3,8,vida nocturna,deporte
9,30,Medellin,5,2386758,1,2,7,vida nocturna,deporte
9,30,Medellin,10,1560291,0,3,7,musica,cultura
10,24,Medellin,4,786267,0,3,5,musica,deporte
9,33,Medellin,5,2192966,1,3,8,musica,cultura
10,40,Medellin,4,1405896,1,2,5,musica,deporte
10,29,Medellin,6,2738464,1,3,5,musica,cultura
9,34,Medellin,4,1081779,1,2,7,musica,cultura
9,37,Medellin,4,1384642,1,3,8,vida nocturna,cultura
10,24,Medellin,7,1231143,0,3,5,musica,deporte
9,31,Medellin,9,1699440,0,3,7,vida nocturna,cultura
9,38,Medellin,6,2966388,1,3,7,musica,deporte
9,36,Medellin,9,1313165,1,2,8,musica,cultura
10,24,Medellin,9,2328937,0,3,5,musica,deporte
9,38,Medellin,5,2096101,1,2,8,musica,deporte
9,35,Medellin,7,1626262,0,3,7,musica,cultura
9,44,Medellin,3,531438,0,4,7,vida nocturna,deporte
10,25,Medellin,8,1047324,0,3,5,musica,cultura
10,41,Medellin,6,1671057,1,3,5,vida nocturna,deporte
9,23,Medellin,4,988099,0,3,7,musica,deporte
9,40,Medellin,5,1493541,1,3,7,vida nocturna,cultura
9,29,Medellin,9,2371595,0,3,8,musica,deporte
10,32,Medellin,3,1478802,1,2,5,vida nocturna,cultura
10,25,Medellin,3,1220535,1,3,5,vida nocturna,cultura
10,20,Medellin,7,1089250,0,3,5,musica,deporte
10,34,Medellin,9,1092194,0,3,5,vida nocturna,deporte
9,28,Medellin,7,2544287,1,3,8,musica,cultura
10,35,Medellin,3,806889,0,3,5,vida nocturna,cultura
10,32,Medellin,6,1013421,0,3,5,musica,deporte
10,44,Medellin,10,2662174,1,3,5,musica,deporte
10,29,Medellin,6,1855719,0,3,5,musica,deporte
9,29,Medellin,9,2127003,0,3,7,vida nocturna,deporte
10,36,Medellin,7,2753507,1,2,5,musica,cultura
9,42,Medellin,7,1184366,1,2,7,musica,deporte
9,31,Medellin,7,1096457,0,3,8,musica,cultura
10,18,Medellin,5,2158095,1,3,5,musica,deporte
10,38,Medellin,8,1896355,1,2,5,vida nocturna,deporte
9,35,Medellin,9,2009989,0,3,8,musica,deporte
10,22,Medellin,4,1376875,1,2,5,musica,cultura
10,35,Medellin,5,2949762,1,3,5,vida nocturna,cultura
9,36,Medellin,8,1300559,1,2,7,musica,deporte
10,21,Medellin,8,1178448,0,3,5,musica,deporte
9,38,Medellin,10,1328653,1,3,8,musica,cultura
10,27,Medellin,6,2394229,0,3,5,vida nocturna,deporte
10,45,Medellin,3,1090643,1,2,5,musica,deporte
10,44,Medellin,5,2623195,1,3,5,vida nocturna,deporte
10,35,Medellin,5,2241255,1,2,5,musica,cultura
10,18,Medellin,9,2290231,0,3,5,musica,cultura
10,32,Medellin,10,2664626,1,2,5,vida nocturna,cultura
9,32,Medellin,4,1428314,1,2,7,musica,deporte
10,32,Medellin,9,2687800,1,3,5,vida nocturna,cultura
