Genero,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
10,33,Medellin,9,1746498,0,3,5,musica,cultura
9,30,Medellin,10,1916989,0,3,7,musica,cultura
9,22,Medellin,5,2423448,1,3,7,vida nocturna,cultura
9,27,Medellin,5,2506314,1,2,8,musica,deporte
10,24,Medellin,4,719080,0,3,5,vida nocturna,cultura
10,35,Medellin,9,2290655,0,3,5,vida nocturna,cultura
9,31,Medellin,10,1759627,0,3,7,musica,deporte
9,23,Medellin,7,2701312,1,3,8,vida nocturna,deporte
10,30,Medellin,7,1718771,0,3,5,vida nocturna,cultura
9,25,Medellin,10,2173806,0,3,8,musica,cultura
9,25,Medellin,5,2325056,1,2,8,musica,deporte
9,30,Medellin,6,1429947,0,3,8,vida nocturna,cultura
10,20,Medellin,3,1624313,1,3,5,vida nocturna,cultura
9,33,Medellin,9,2607447,1,3,7,vida nocturna,cultura
9,35,Medellin,6,2785995,1,2,8,musica,deporte
10,23,Medellin,5,1713707,1,2,5,vida nocturna,deporte
10,33,Medellin,5,1158981,1,3,5,vida nocturna,cultura
9,27,Medellin,10,1616740,0,3,7,musica,cultura
9,35,Medellin,9,2371448,0,3,8,vida nocturna,cultura
9,21,Medellin,5,1584986,1,2,7,musica,deporte
10,22,Medellin,8,1542424,0,3,5,musica,deporte
10,31,Medellin,6,1249153,0,3,5,vida nocturna,deporte
9,22,Medellin,4,1101842,1,3,8,musica,deporte
10,33,Medellin,5,1783006,1,3,5,vida nocturna,deporte
10,28,Medellin,6,1032254,0,3,5,musica,cultura
10,22,Medellin,10,1086362,0,3,5,vida nocturna,deporte
9,21,Medellin,3,1245478,1,3,8,musica,cultura
10,24,Medellin,7,2802408,1,3,5,vida nocturna,cultura
10,25,Medellin,7,1485043,0,3,5,musica,cultura
10,35,Medellin,10,1112724,0,3,5,vida nocturna,deporte
9,18,Medellin,7,1537129,0,3,7,musica,deporte
10,28,Medellin,9,2427309,0,3,5,musica,cultura
9,31,Medellin,4,603303,0,4,7,vida nocturna,deporte
9,35,Medellin,8,1323127,0,3,7,musica,deporte
10,18,Medellin,5,2469727,1,3,5,musica,deporte
9,25,Medellin,3,787735,0,3,7,vida nocturna,cultura
9,23,Medellin,5,1243926,1,3,8,musica,cultura
10,31,Medellin,4,1214775,1,3,5,vida nocturna,cultura
10,31,Medellin,3,1507043,1,3,5,vida nocturna,deporte
10,22,Medellin,6,1242626,0,3,5,musica,deporte
10,26,Medellin,3,1023144,1,3,5,musica,cultura
10,19,Medellin,5,2713529,1,3,5,vida nocturna,cultura
9,25,Medellin,10,1090575,0,3,8,musica,deporte
10,23,Medellin,5,1208073,1,3,5,vida nocturna,cultura
9,25,Medellin,9,2401712,0,3,8,vida nocturna,cultura
10,19,Medellin,3,1185639,1,2,5,vida nocturna,deporte
10,22,Medellin,10,1713206,0,3,5,vida nocturna,deporte
10,20,Medellin,4,1940387,1,3,5,musica,cultura
9,19,Medellin,10,1640899,0,3,7,vida nocturna,deporte
9,31,Medellin,6,2856564,1,3,8,musica,deporte
10,21,Medellin,4,1458090,1,2,5,musica,deporte
10,33,Medellin,5,2910796,1,3,5,vida nocturna,deporte
9,33,Medellin,7,1213587,0,3,8,vida nocturna,cultura
9,28,Medellin,9,1381141,0,3,7,musica,deporte
9,19,Medellin,6,1245768,0,3,8,vida nocturna,deporte
9,24,Medellin,9,2836035,1,3,7,musica,cultura
10,24,Medellin,10,2583882,1,2,5,musica,cultura
10,34,Medellin,7,2950517,1,2,5,musica,cultura
10,25,Medellin,3,1730007,1,2,5,musica,deporte
10,27,Medellin,8,2130759,0,3,5,vida nocturna,deporte
10,35,Medellin,10,2809503,1,2,5,musica,deporte
9,24,Medellin,9,2151658,0,3,7,musica,cultura
9,29,Medellin,3,1286093,1,2,7,vida nocturna,deporte
10,22,Medellin,7,2206001,0,3,5,musica,deporte
9,25,Medellin,7,1504103,0,3,7,musica,deporte
9,29,Medellin,9,2000050,0,3,8,vida nocturna,deporte
10,23,Medellin,9,2981546,1,2,5,musica,deporte
10,23,Medellin,9,1829176,0,3,5,vida nocturna,cultura
9,22,Medellin,8,2591689,1,3,7,vida nocturna,deporte
10,26,Medellin,9,2928529,1,2,5,musica,cultura
10,21,Medellin,9,1591103,0,3,5,musica,cultura
9,23,Medellin,9,1817574,0,3,7,musica,cultura
10,30,Medellin,9,1110979,0,3,5,musica,cultura
9,25,Medellin,7,1843610,0,3,7,musica,cultura
10,35,Medellin,7,2249272,0,3,5,vida nocturna,deporte
9,27,Medellin,3,1008687,1,2,8,vida nocturna,deporte
10,29,Medellin,9,1827494,0,3,5,vida nocturna,cultura
10,27,Medellin,4,1349115,1,3,5,vida nocturna,cultura
10,25,Medellin,8,1006565,0,3,5,musica,cultura
10,24,Medellin,3,745356,0,3,5,musica,deporte
10,32,Medellin,10,2911202,1,3,5,musica,cultura
10,22,Medellin,10,2001140,0,3,5,vida nocturna,cultura
10,22,Medellin,5,2429881,1,2,5,musica,cultura
10,26,Medellin,9,1520227,0,3,5,musica,cultura
10,35,Medellin,3,1578146,1,3,5,musica,deporte
10,35,Medellin,8,1033405,0,3,5,vida nocturna,cultura
9,34,Medellin,7,1830627,0,3,7,vida nocturna,deporte
9,35,Medellin,8,1129523,0,3,8,vida nocturna,cultura
10,33,Medellin,10,1969542,0,3,5,musica,deporte
10,18,Medellin,8,1342115,0,3,5,musica,cultura
9,34,Medellin,8,1390421,0,3,7,vida nocturna,cultura
10,32,Medellin,4,1172564,1,3,5,vida nocturna,deporte
9,27,Medellin,8,1979127,0,3,8,vida nocturna,cultura
10,19,Medellin,10,2206821,0,3,5,vida nocturna,cultura
9,34,Medellin,3,644147,0,4,8,musica,deporte
10,29,Medellin,4,1098110,1,3,5,vida nocturna,deporte
9,32,Medellin,6,2364964,0,3,7,vida nocturna,deporte
9,25,Medellin,8,1573882,0,3,8,vida nocturna,deporte
9,31,Medellin,6,2664499,1,3,7,vida nocturna,cultura
9,28,Medellin,7,2648539,1,2,8,vida nocturna,deporte
9,23,Medellin,8,1825119,0,3,7,musica,cultura
10,31,Medellin,8,2304095,0,3,5,musica,cultura
10,28,Medellin,3,1585119,1,2,5,musica,deporte
9,29,Medellin,7,2091549,0,3,7,musica,deporte
9,26,Medellin,6,2342059,0,3,7,musica,deporte
9,19,Medellin,8,1550314,0,3,7,vida nocturna,deporte
10,34,Medellin,8,1183777,0,3,5,vida nocturna,deporte
9,32,Medellin,10,2585352,1,3,8,vida nocturna,cultura
9,19,Medellin,7,1537913,0,3,7,vida nocturna,cultura
10,30,Medellin,7,2147897,0,3,5,vida nocturna,deporte
10,18,Medellin,7,2255871,0,3,5,vida nocturna,cultura
9,24,Medellin,10,2540172,1,2,8,musica,cultura
10,22,Medellin,8,2157778,0,3,5,musica,cultura
10,19,Medellin,9,1400779,0,3,5,musica,deporte
9,26,Medellin,6,1954800,0,3,7,musica,deporte
9,31,Medellin,4,669727,0,4,7,vida nocturna,deporte
9,27,Medellin,8,2438895,0,3,8,musica,cultura
10,34,Medellin,7,1145988,0,3,5,musica,cultura
10,23,Medellin,10,1110971,0,3,5,vida nocturna,cultura
10,25,Medellin,5,1590158,1,3,5,musica,deporte
9,31,Medellin,4,967619,0,3,8,musica,deporte
9,22,Medellin,7,1479417,0,3,7,musica,cultura
9,34,Medellin,9,2681123,1,3,7,vida nocturna,deporte
10,22,Medellin,8,1610462,0,3,5,musica,deporte
9,21,Medellin,10,1373134,0,3,7,musica,deporte
9,33,Medellin,7,1025662,0,3,7,musica,deporte
10,19,Medellin,9,2303834,0,3,5,vida nocturna,deporte
9,20,Medellin,10,1327439,0,3,8,vida nocturna,cultura
10,33,Medellin,9,2342355,0,3,5,musica,cultura
10,29,Medellin,8,1134738,0,3,5,vida nocturna,deporte
9,29,Medellin,6,1330753,0,3,7,vida nocturna,cultura
9,27,Medellin,10,1177769,0,3,8,musica,cultura
10,24,Medellin,6,1669413,0,3,5,vida nocturna,deporte
9,23,Medellin,5,1888492,1,3,7,vida nocturna,deporte
9,29,Medellin,9,2341334,0,3,8,musica,cultura
9,34,Medellin,9,1768152,0,3,7,vida nocturna,cultura
10,19,Medellin,3,981483,0,3,5,vida nocturna,deporte
9,32,Medellin,4,1474639,1,3,8,musica,cultura
9,32,Medellin,9,1648911,0,3,7,musica,cultura
9,32,Medellin,8,1720278,0,3,8,musica,deporte
10,34,Medellin,6,2295550,0,3,5,musica,deporte
10,35,Medellin,4,939043,0,3,5,musica,cultura
9,22,Medellin,6,1805925,0,3,7,vida nocturna,cultura
10,21,Medellin,4,1790020,1,3,5,vida nocturna,cultura
9,18,Medellin,8,1202429,0,3,8,musica,deporte
10,28,Medellin,6,2901027,1,3,5,musica,cultura
9,21,Medellin,9,1616096,0,3,7,vida nocturna,cultura
9,34,Medellin,9,1403694,0,3,7,vida nocturna,deporte
10,20,Medellin,9,2209057,0,3,5,musica,cultura
10,28,Medellin,6,1411987,0,3,5,vida nocturna,deporte
9,35,Medellin,6,1661372,0,3,8,musica,deporte
10,25,Medellin,3,1410562,1,3,5,vida nocturna,deporte
10,33,Medellin,4,784646,0,3,5,vida nocturna,deporte
9,30,Medellin,6,1091545,0,3,8,vida nocturna,cultura
9,27,Medellin,7,1851467,0,3,7,musica,deporte
9,30,Medellin,8,1859233,0,3,8,vida nocturna,cultura
10,29,Medellin,10,2903095,1,3,5,vida nocturna,deporte
10,24,Medellin,6,1124308,0,3,5,musica,deporte
10,32,Medellin,8,2003781,0,3,5,vida nocturna,deporte
9,21,Medellin,6,2506651,1,2,7,vida nocturna,deporte
9,20,Medellin,5,2223467,1,2,7,musica,deporte
9,21,Medellin,7,1299222,0,3,8,vida nocturna,cultura
9,30,Medellin,4,1971155,1,3,7,vida nocturna,cultura
10,31,Medellin,7,1345796,0,3,5,vida nocturna,cultura
9,22,Medellin,8,2147741,0,3,7,vida nocturna,deporte
9,26,Medellin,10,2274779,0,3,7,musica,cultura
10,33,Medellin,4,1443463,1,2,5,musica,cultura
9,22,Medellin,8,2651696,1,3,8,musica,deporte
9,26,Medellin,5,2192737,1,2,7,vida nocturna,deporte
10,30,Medellin,10,1099215,0,3,5,musica,deporte
9,33,Medellin,9,2834190,1,3,8,vida nocturna,cultura
9,28,Medellin,5,2982448,1,2,8,vida nocturna,deporte
10,27,Medellin,10,1926584,0,3,5,musica,cultura
9,21,Medellin,3,1901403,1,3,8,musica,cultura
9,21,Medellin,10,1819037,0,3,8,vida nocturna,cultura
9,24,Medellin,9,2643457,1,3,8,vida nocturna,cultura
10,27,Medellin,9,1563366,0,3,5,musica,cultura
10,20,Medellin,8,1905169,0,3,5,musica,cultura
9,33,Medellin,10,2877972,1,3,8,vida nocturna,cultura
10,20,Medellin,8,1051211,0,3,5,musica,deporte
10,33,Medellin,6,1568611,0,3,5,vida nocturna,cultura
9,22,Medellin,9,2340051,0,3,7,vida nocturna,cultura
10,23,Medellin,7,2139530,0,3,5,vida nocturna,cultura
10,28,Medellin,10,2129397,0,3,5,musica,cultura
9,35,Medellin,10,1533479,0,3,8,vida nocturna,cultura
9,28,Medellin,5,2480987,1,3,7,musica,deporte
9,32,Medellin,6,2206754,0,3,7,vida nocturna,deporte
9,25,Medellin,5,2370183,1,2,7,vida nocturna,deporte
9,30,Medellin,9,1075421,0,3,7,musica,cultura
10,20,Medellin,3,1137544,1,3,5,musica,cultura
10,22,Medellin,9,1261534,0,3,5,musica,deporte
9,31,Medellin,6,2693471,1,3,7,musica,cultura
9,28,Medellin,7,2023157,0,3,7,vida nocturna,cultura
9,33,Medellin,3,1454696,1,2,8,musica,cultura
10,20,Medellin,6,2769658,1,3,5,musica,cultura
10,20,Medellin,5,1736943,1,2,5,vida nocturna,deporte
9,30,Medellin,3,982812,0,3,8,vida nocturna,deporte
10,21,Medellin,9,2902818,1,3,5,vida nocturna,cultura
10,30,Medellin,7,1794378,0,3,5,musica,cultura
9,35,Medellin,9,2709697,1,3,7,vida nocturna,cultura
9,32,Medellin,10,1169619,0,3,7,vida nocturna,deporte
10,21,Medellin,7,1562011,0,3,5,vida nocturna,cultura
9,25,Medellin,5,2426318,1,3,7,musica,cultura
9,28,Medellin,10,2442297,0,3,8,vida nocturna,cultura
10,21,Medellin,9,2383295,0,3,5,musica,cultura
10,24,Medellin,6,1283661,0,3,5,musica,cultura
9,29,Medellin,8,1337519,0,3,8,vida nocturna,cultura
9,33,Medellin,5,1766050,1,3,7,vida nocturna,cultura
9,30,Medellin,6,1517711,0,3,7,musica,cultura
9,24,Medellin,6,1436732,0,3,8,vida nocturna,deporte
9,21,Medellin,5,2967448,1,3,7,vida nocturna,cultura
9,26,Medellin,6,2854316,1,2,7,vida nocturna,cultura
10,35,Medellin,5,2229876,1,2,5,musica,deporte
10,35,Medellin,4,737659,0,3,5,vida nocturna,deporte
10,30,Medellin,8,2348772,0,3,5,vida nocturna,deporte
10,34,Medellin,9,1658663,0,3,5,vida nocturna,cultura
9,25,Medellin,3,1179283,1,3,7,vida nocturna,deporte
10,33,Medellin,8,2586091,1,3,5,vida nocturna,cultura
9,26,Medellin,9,2080723,0,3,7,vida nocturna,cultura
10,19,Medellin,9,2072696,0,3,5,vida nocturna,deporte
10,32,Medellin,9,2053883,0,3,5,vida nocturna,deporte
10,34,Medellin,7,1443894,0,3,5,musica,deporte
9,34,Medellin,10,2457848,0,3,7,vida nocturna,cultura
10,26,Medellin,3,1967255,1,2,5,vida nocturna,cultura
10,24,Medellin,3,1284830,1,3,5,vida nocturna,cultura
10,18,Medellin,4,1184703,1,3,5,vida nocturna,cultura
10,18,Medellin,6,2261975,0,3,5,musica,cultura
9,29,Medellin,8,1653429,0,3,8,musica,deporte
10,34,Medellin,6,1964054,0,3,5,musica,deporte
10,29,Medellin,9,2121771,0,3,5,musica,cultura
9,22,Medellin,8,2225199,0,3,8,vida nocturna,deporte
9,34,Medellin,5,2135381,1,2,7,vida nocturna,cultura
10,34,Medellin,4,1852774,1,2,5,musica,cultura
9,19,Medellin,9,1967626,0,3,7,musica,cultura
9,22,Medellin,8,1671696,0,3,8,vida nocturna,deporte
9,33,Medellin,5,2403786,1,3,7,vida nocturna,deporte
9,26,Medellin,8,2806559,1,2,8,musica,cultura
10,28,Medellin,4,531514,0,4,5,vida nocturna,deporte
10,27,Medellin,10,1346188,0,3,5,vida nocturna,cultura
10,21,Medellin,9,2284724,0,3,5,musica,cultura
9,18,Medellin,6,1163999,0,3,8,vida nocturna,deporte
9,24,Medellin,9,2201980,0,3,7,musica,deporte
9,23,Medellin,10,1936862,0,3,8,musica,deporte
10,32,Medellin,7,1247611,0,3,5,musica,deporte
10,31,Medellin,7,2859394,1,3,5,vida nocturna,deporte
10,18,Medellin,6,2669723,1,2,5,vida nocturna,deporte
10,32,Medellin,10,2300560,0,3,5,vida nocturna,deporte
10,29,Medellin,7,2381398,0,3,5,musica,deporte
10,24,Medellin,9,2903626,1,2,5,musica,cultura
9,25,Medellin,3,532680,0,4,7,musica,cultura
9,19,Medellin,4,1173543,1,3,8,musica,deporte
10,30,Medellin,9,1160929,0,3,5,vida nocturna,cultura
10,30,Medellin,4,1791569,1,3,5,musica,deporte
10,28,Medellin,3,577226,0,4,5,vida nocturna,deporte
9,27,Medellin,4,1585421,1,3,8,vida nocturna,cultura
10,27,Medellin,6,2136281,0,3,5,vida nocturna,cultura
10,21,Medellin,4,1213245,1,2,5,vida nocturna,cultura
9,20,Medellin,7,1790323,0,3,7,musica,cultura
9,29,Medellin,6,2301924,0,3,7,vida nocturna,cultura
9,32,Medellin,3,633402,0,4,7,musica,deporte
9,35,Medellin,8,1400748,0,3,8,musica,cultura
10,20,Medellin,3,689453,0,4,5,musica,deporte
9,31,Medellin,9,1564374,0,3,8,musica,deporte
10,34,Medellin,7,1410182,0,3,5,musica,deporte
10,31,Medellin,3,833249,0,3,5,vida nocturna,cultura
10,18,Medellin,3,744046,0,3,5,musica,cultura
10,24,Medellin,8,2438916,0,3,5,musica,cultura
10,30,Medellin,10,1466895,0,3,5,vida nocturna,deporte
10,18,Medellin,3,1691264,1,3,5,musica,deporte
9,26,Medellin,3,756718,0,3,8,musica,cultura
9,22,Medellin,10,1834868,0,3,8,vida nocturna,cultura
9,34,Medellin,7,1200231,0,3,8,vida nocturna,deporte
9,33,Medellin,5,1484675,1,3,7,musica,cultura
9,31,Medellin,8,2652418,1,3,8,vida nocturna,cultura
10,29,Medellin,4,1044777,1,2,5,musica,deporte
10,34,Medellin,4,1608012,1,3,5,vida nocturna,deporte
9,30,Medellin,3,1355322,1,3,7,musica,deporte
9,34,Medellin,8,1728885,0,3,7,musica,cultura
10,33,Medellin,6,1276982,0,3,5,vida nocturna,cultura
9,31,Medellin,6,1196575,0,3,7,vida nocturna,cultura
9,18,Medellin,10,2584162,1,3,8,musica,deporte
9,25,Medellin,10,2251014,0,3,7,vida nocturna,cultura
10,19,Medellin,3,677661,0,4,5,musica,cultura
10,35,Medellin,4,617234,0,4,5,vida nocturna,deporte
10,29,Medellin,5,1746010,1,3,5,vida nocturna,cultura
9,26,Medellin,7,1043113,0,3,7,musica,deporte
9,35,Medellin,8,1620437,0,3,8,musica,cultura
9,25,Medellin,5,2909399,1,3,7,vida nocturna,deporte
9,33,Medellin,8,1809654,0,3,7,musica,cultura
10,33,Medellin,10,1252646,0,3,5,vida nocturna,cultura
9,29,Medellin,8,2172007,0,3,7,vida nocturna,deporte
9,20,Medellin,3,676832,0,4,8,vida nocturna,deporte
9,25,Medellin,8,1793896,0,3,7,musica,deporte
9,21,Medellin,10,2650584,1,3,8,musica,cultura
9,32,Medellin,9,1627747,0,3,7,vida nocturna,deporte
10,19,Medellin,10,1366244,0,3,5,vida nocturna,cultura
9,30,Medellin,5,2621664,1,3,8,vida nocturna,cultura
9,32,Medellin,9,1436767,0,3,7,vida nocturna,deporte
10,26,Medellin,7,2281261,0,3,5,vida nocturna,deporte
9,35,Medellin,6,2590124,1,2,7,vida nocturna,deporte
10,21,Medellin,7,2434247,0,3,5,musica,cultura
9,30,Medellin,8,2433086,0,3,8,musica,cultura
9,35,Medellin,6,2860886,1,2,7,vida nocturna,deporte
9,25,Medellin,6,2379656,0,3,7,musica,deporte
10,32,Medellin,7,1408594,0,3,5,vida nocturna,deporte
9,27,Medellin,7,1047286,0,3,7,vida nocturna,cultura
9,31,Medellin,4,669832,0,4,8,vida nocturna,cultura
9,25,Medellin,6,2663924,1,3,7,vida nocturna,cultura
9,22,Medellin,9,1835472,0,3,7,musica,deporte
9,26,Medellin,6,2890223,1,3,7,vida nocturna,deporte
10,18,Medellin,6,2893260,1,2,5,musica,deporte
10,23,Medellin,6,2385132,0,3,5,musica,deporte
10,27,Medellin,7,1716294,0,3,5,musica,cultura
10,25,Medellin,10,1429356,0,3,5,musica,deporte
9,30,Medellin,4,1168448,1,3,7,vida nocturna,deporte
9,31,Medellin,3,1977531,1,3,8,musica,cultura
10,22,Medellin,9,2636449,1,3,5,vida nocturna,cultura
9,19,Medellin,4,1671005,1,2,7,vida nocturna,deporte
9,23,Medellin,7,2966995,1,3,7,musica,cultura
10,32,Medellin,10,1849383,0,3,5,musica,cultura
10,23,Medellin,7,1172921,0,3,5,vida nocturna,cultura
10,21,Medellin,5,1486457,1,3,5,vida nocturna,cultura
9,27,Medellin,5,2636293,1,3,8,vida nocturna,cultura
10,30,Medellin,8,1658054,0,3,5,musica,deporte
10,23,Medellin,3,945528,0,3,5,musica,cultura
10,35,Medellin,9,1767779,0,3,5,vida nocturna,deporte
9,21,Medellin,7,1095538,0,3,8,vida nocturna,deporte
9,27,Medellin,6,1248915,0,3,7,musica,cultura
9,22,Medellin,4,1331843,1,3,7,vida nocturna,deporte
10,32,Medellin,10,2957806,1,3,5,vida nocturna,deporte
9,23,Medellin,3,874406,0,3,8,vida nocturna,cultura
10,25,Medellin,9,1152993,0,3,5,musica,cultura
10,24,Medellin,5,1425917,1,3,5,vida nocturna,cultura
10,19,Medellin,6,1675437,0,3,5,vida nocturna,cultura
9,31,Medellin,9,1611574,0,3,7,vida nocturna,cultura
9,25,Medellin,8,2618916,1,3,8,vida nocturna,deporte
9,23,Medellin,8,2873525,1,2,7,vida nocturna,deporte
9,28,Medellin,3,887053,0,3,7,musica,cultura
10,26,Medellin,4,755280,0,3,5,musica,deporte
9,24,Medellin,9,1864378,0,3,7,musica,cultura
10,34,Medellin,7,1848737,0,3,5,musica,deporte
9,23,Medellin,7,1677641,0,3,8,musica,deporte
9,33,Medellin,6,2160239,0,3,8,musica,deporte
9,31,Medellin,4,1004342,1,2,7,musica,cultura
10,34,Medellin,7,2843534,1,3,5,vida nocturna,cultura
10,23,Medellin,3,1764057,1,2,5,vida nocturna,deporte
10,18,Medellin,8,2933716,1,3,5,musica,deporte
10,34,Medellin,6,2965585,1,2,5,vida nocturna,cultura
9,32,Medellin,9,2811569,1,2,8,vida nocturna,cultura
9,20,Medellin,5,2098330,1,2,7,musica,deporte
10,30,Medellin,10,1137670,0,3,5,musica,deporte
10,33,Medellin,10,1490004,0,3,5,musica,deporte
9,20,Medellin,10,2131457,0,3,8,musica,deporte
10,25,Medellin,10,1579794,0,3,5,musica,deporte
9,18,Medellin,7,1002917,0,3,8,musica,deporte
9,26,Medellin,8,1243505,0,3,8,musica,deporte
10,34,Medellin,8,2924684,1,3,5,vida nocturna,cultura
9,24,Medellin,10,1215559,0,3,8,vida nocturna,deporte
10,24,Medellin,5,2574851,1,3,5,vida nocturna,deporte
9,28,Medellin,3,1834441,1,2,8,vida nocturna,cultura
9,28,Medellin,7,2985928,1,3,8,musica,cultura
9,26,Medellin,5,1461687,1,2,8,musica,deporte
10,21,Medellin,6,2202925,0,3,5,vida nocturna,deporte
10,34,Medellin,9,1018543,0,3,5,vida nocturna,cultura
9,32,Medellin,8,2083636,0,3,7,vida nocturna,deporte
10,25,Medellin,4,953980,0,3,5,musica,cultura
10,31,Medellin,3,850077,0,3,5,musica,cultura
10,27,Medellin,5,1705262,1,3,5,vida nocturna,deporte
10,30,Medellin,8,1888644,0,3,5,musica,cultura
9,18,Medellin,5,2120993,1,3,7,vida nocturna,cultura
9,33,Medellin,10,2046767,0,3,7,vida nocturna,cultura
9,31,Medellin,8,2134899,0,3,8,vida nocturna,deporte
10,30,Medellin,4,716494,0,3,5,musica,cultura
10,25,Medellin,10,2805600,1,3,5,vida nocturna,deporte
9,30,Medellin,3,1660177,1,2,7,vida nocturna,cultura
10,20,Medellin,9,2290900,0,3,5,vida nocturna,cultura
9,34,Medellin,8,1346427,0,3,8,vida nocturna,deporte
9,24,Medellin,5,1074342,1,3,7,vida nocturna,deporte
9,29,Medellin,4,1083265,1,3,7,vida nocturna,cultura
10,26,Medellin,5,1021181,1,3,5,vida nocturna,cultura
10,33,Medellin,3,1744533,1,3,5,musica,cultura
9,30,Medellin,7,1300948,0,3,8,vida nocturna,deporte
10,29,Medellin,8,1506994,0,3,5,vida nocturna,cultura
10,22,Medellin,10,2387620,0,3,5,musica,cultura
10,31,Medellin,10,2378582,0,3,5,vida nocturna,cultura
10,33,Medellin,4,1688517,1,2,5,vida nocturna,cultura
9,25,Medellin,4,1389938,1,3,7,musica,deporte
10,35,Medellin,8,1821327,0,3,5,vida nocturna,cultura
10,24,Medellin,10,2644822,1,3,5,musica,deporte
10,32,Medellin,7,2827098,1,2,5,vida nocturna,deporte
10,28,Medellin,7,1662164,0,3,5,musica,cultura
10,18,Medellin,8,2216528,0,3,5,musica,deporte
10,31,Medellin,9,2699579,1,2,5,vida nocturna,deporte
9,26,Medellin,6,1501205,0,3,7,vida nocturna,deporte
10,25,Medellin,9,1374773,0,3,5,musica,deporte
10,21,Medellin,10,2595838,1,3,5,vida nocturna,deporte
9,30,Medellin,5,1428772,1,2,8,musica,cultura
9,32,Medellin,7,1996083,0,3,8,vida nocturna,cultura
9,18,Medellin,10,1061314,0,3,7,vida nocturna,cultura
9,26,Medellin,5,2479778,1,3,7,vida nocturna,cultura
9,19,Medellin,5,1597042,1,2,7,vida nocturna,cultura
9,33,Medellin,4,1939634,1,3,7,musica,deporte
9,26,Medellin,8,1462049,0,3,8,musica,cultura
9,30,Medellin,8,1593318,0,3,7,musica,deporte
9,35,Medellin,5,1530401,1,3,8,vida nocturna,cultura
9,23,Medellin,8,2241609,0,3,7,vida nocturna,deporte
9,20,Medellin,9,1042855,0,3,7,vida nocturna,deporte
10,26,Medellin,10,1042270,0,3,5,vida nocturna,cultura
10,19,Medellin,4,1628793,1,3,5,vida nocturna,deporte
10,32,Medellin,7,2662195,1,3,5,musica,cultura
10,24,Medellin,6,1240073,0,3,5,musica,cultura
9,32,Medellin,4,1694256,1,3,8,musica,cultura
10,29,Medellin,6,2600232,1,3,5,vida nocturna,deporte
10,28,Medellin,10,1084734,0,3,5,vida nocturna,deporte
10,24,Medellin,9,1235746,0,3,5,vida nocturna,cultura
10,29,Medellin,5,1183664,1,3,5,musica,deporte
9,33,Medellin,10,2272778,0,3,7,musica,deporte
10,25,Medellin,6,1579656,0,3,5,vida nocturna,cultura
9,31,Medellin,3,1078299,1,3,7,musica,cultura
9,35,Medellin,8,2313612,0,3,7,vida nocturna,cultura
9,34,Medellin,4,808558,0,3,8,vida nocturna,cultura
10,22,Medellin,10,1719867,0,3,5,vida nocturna,deporte
9,28,Medellin,3,1254381,1,3,7,vida nocturna,deporte
10,27,Medellin,6,2420710,0,3,5,vida nocturna,cultura
9,18,Medellin,6,2128365,0,3,7,vida nocturna,cultura
10,33,Medellin,5,2671266,1,2,5,musica,deporte
10,23,Medellin,5,1931806,1,2,5,vida nocturna,cultura
9,28,Medellin,3,1926843,1,3,7,vida nocturna,deporte
9,25,Medellin,10,2046295,0,3,7,vida nocturna,cultura
9,34,Medellin,3,1190810,1,2,8,musica,cultura
9,35,Medellin,5,1347556,1,3,8,musica,deporte
9,28,Medellin,5,2899881,1,3,8,musica,cultura
10,33,Medellin,5,1338220,1,2,5,musica,deporte
9,19,Medellin,6,2026829,0,3,8,vida nocturna,cultura
10,28,Medellin,8,2902962,1,2,5,vida nocturna,deporte
10,23,Medellin,4,1611211,1,2,5,vida nocturna,deporte
9,19,Medellin,10,1278344,0,3,8,musica,deporte
10,33,Medellin,4,701548,0,3,5,vida nocturna,deporte
10,19,Medellin,3,665629,0,4,5,vida nocturna,deporte
10,29,Medellin,9,2360332,0,3,5,vida nocturna,cultura
9,35,Medellin,8,2561542,1,2,7,vida nocturna,cultura
10,30,Medellin,10,2588366,1,2,5,musica,cultura
10,23,Medellin,7,2603713,1,2,5,musica,deporte
10,31,Medellin,10,2774344,1,2,5,musica,deporte
9,23,Medellin,5,2149337,1,2,7,musica,deporte
9,30,Medellin,5,1696402,1,2,7,musica,cultura
9,19,Medellin,7,2333464,0,3,8,musica,cultura
10,18,Medellin,6,2667161,1,2,5,musica,deporte
9,26,Medellin,3,1175142,1,2,7,musica,cultura
10,22,Medellin,3,1049154,1,3,5,vida nocturna,cultura
10,18,Medellin,7,1071697,0,3,5,musica,deporte
10,26,Medellin,5,2797849,1,3,5,musica,cultura
9,26,Medellin,7,2741885,1,2,7,vida nocturna,deporte
10,33,Medellin,8,2358144,0,3,5,vida nocturna,deporte
10,35,Medellin,4,1526468,1,2,5,vida nocturna,deporte
10,33,Medellin,8,2914982,1,3,5,musica,deporte
10,35,Medellin,3,1732896,1,2,5,musica,deporte
9,30,Medellin,7,1671388,0,3,7,musica,deporte
9,21,Medellin,9,1788269,0,3,7,vida nocturna,cultura
9,33,Medellin,7,1627004,0,3,8,vida nocturna,deporte
10,20,Medellin,5,1147270,1,3,5,vida nocturna,cultura
9,33,Medellin,10,1816040,0,3,7,vida nocturna,deporte
10,21,Medellin,8,2657847,1,3,5,musica,cultura
